,Gene,isTF,isCDMarker,StatisticsValue,P-value,Adj P-value,Group14_PT_0,Group14_PT_0.01,Group14_PT_0.02,Group14_PT_0.03,Group14_PT_0.04,Group14_PT_0.05,Group14_PT_0.06,Group14_PT_0.07,Group14_PT_0.08,Group14_PT_0.09,Group14_PT_0.1,Group14_PT_0.11,Group14_PT_0.12,Group14_PT_0.13,Group14_PT_0.14,Group14_PT_0.15,Group14_PT_0.16,Group14_PT_0.17,Group14_PT_0.18,Group14_PT_0.19,Group14_PT_0.2,Group14_PT_0.21,Group14_PT_0.22,Group14_PT_0.23,Group14_PT_0.24,Group14_PT_0.25,Group14_PT_0.26,Group14_PT_0.27,Group14_PT_0.28,Group14_PT_0.29,Group14_PT_0.3,Group14_PT_0.31,Group14_PT_0.32,Group14_PT_0.33,Group14_PT_0.34,Group14_PT_0.35,Group14_PT_0.36,Group14_PT_0.37,Group14_PT_0.38,Group14_PT_0.39,Group14_PT_0.4,Group14_PT_0.41,Group14_PT_0.42,Group14_PT_0.43,Group14_PT_0.44,Group14_PT_0.45,Group14_PT_0.46,Group14_PT_0.47,Group14_PT_0.48,Group14_PT_0.49,Group14_PT_0.5,Group14_PT_0.51,Group14_PT_0.52,Group14_PT_0.53,Group14_PT_0.54,Group14_PT_0.55,Group14_PT_0.56,Group14_PT_0.57,Group14_PT_0.58,Group14_PT_0.59,Group14_PT_0.6,Group14_PT_0.61,Group14_PT_0.62,Group14_PT_0.63,Group14_PT_0.64,Group14_PT_0.65,Group14_PT_0.66,Group14_PT_0.67,Group14_PT_0.68,Group14_PT_0.69,Group14_PT_0.7,Group14_PT_0.71,Group14_PT_0.72,Group14_PT_0.73,Group14_PT_0.74,Group14_PT_0.75,Group14_PT_0.76,Group14_PT_0.77,Group14_PT_0.78,Group14_PT_0.79,Group14_PT_0.8,Group14_PT_0.81,Group14_PT_0.82,Group14_PT_0.83,Group14_PT_0.84,Group14_PT_0.85,Group14_PT_0.86,Group14_PT_0.87,Group14_PT_0.88,Group14_PT_0.89,Group14_PT_0.9,Group14_PT_0.91,Group14_PT_0.92,Group14_PT_0.93,Group14_PT_0.94,Group14_PT_0.95,Group14_PT_0.96,Group14_PT_0.97,Group14_PT_0.98,Group14_PT_0.99,Group14_PT_1
11,TOP2B,1,0,29.745,5.5146e-06,0.041674,-0.2080542,-0.2008987,-0.1937361,-0.1865595,-0.1793618,-0.172136,-0.164875,-0.1575719,-0.1502195,-0.1428109,-0.135339,-0.1277969,-0.1201774,-0.112474,-0.1046784,-0.0967847,-0.0887856,-0.0806741,-0.07244299,-0.06408538,-0.0555942,-0.0469624,-0.03818306,-0.029249,-0.0201533,-0.0108888,-0.0014487,0.0081743,0.0179871,0.0279966,0.03821,0.0486344,0.059277,0.070144,0.08124313,0.092581,0.104166,0.116003,0.1281,0.140465,0.1531036,0.1660235,0.179232,0.192735,0.206541,0.220656,0.235087,0.249841,0.2649266,0.280349,0.296116,0.31223,0.32871,0.34556,0.36278,0.38038,0.39837,0.416762,0.435559,0.45477,0.474404,0.494467,0.514967,0.53591,0.55731,0.57917,0.6015,0.62428,0.64736,0.67058,0.69376,0.71674,0.73935,0.76142,0.78278,0.80327,0.8227,0.84092,0.85775,0.87303,0.88659,0.8983,0.90823,0.91647,0.92312,0.92827,0.932,0.93443,0.93563,0.93571,0.93476,0.93286,0.93013,0.926637,0.92249,0.917784,0.912607,0.90705,0.90122,0.8951987,0.8890831
12,IGLL1,0,0,45.247,3.5326e-09,2.6724e-05,0.4650378,0.4431972,0.4214082,0.3997227,0.3781923,0.3568687,0.3358037,0.3150489,0.2946561,0.274677,0.255163,0.2361666,0.2177388,0.199931,0.1827963,0.1663851,0.1507496,0.1359414,0.12201224,0.10901386,0.096998,0.0860162,0.07612042,0.0673622,0.0597933,0.0534654,0.0484302,0.0447395,0.042445,0.0415983,0.042251,0.0444553,0.048262,0.053724,0.06089244,0.069819,0.080555,0.093153,0.107664,0.124139,0.142632,0.1631929,0.185874,0.210727,0.237803,0.267154,0.298833,0.33289,0.3693773,0.408347,0.44985,0.4939,0.54022,0.58835,0.63784,0.68823,0.73908,0.78992,0.840309,0.889792,0.937915,0.984225,1.028269,1.06959,1.10775,1.14227,1.17272,1.19878,1.22071,1.23888,1.25367,1.26547,1.27466,1.28161,1.28671,1.29035,1.29289,1.29472,1.29623,1.29779,1.29979,1.30252,1.306,1.31019,1.31505,1.32055,1.32663,1.33327,1.34043,1.34806,1.35612,1.36458,1.37339,1.382522,1.39193,1.401573,1.411415,1.42141,1.431532,1.4417295,1.4519661
13,GLRX,0,0,31.484,2.4386e-06,0.018431,-0.0915189,-0.0943262,-0.0971048,-0.0998261,-0.1024612,-0.1049816,-0.1073586,-0.1095634,-0.1115673,-0.1133417,-0.114858,-0.1160872,-0.1170008,-0.11757,-0.1177665,-0.1175612,-0.1169254,-0.1158307,-0.1142481,-0.11214909,-0.1095049,-0.1062869,-0.10246642,-0.0980147,-0.092903,-0.0871027,-0.0805852,-0.0733216,-0.0652833,-0.0564417,-0.046768,-0.0362336,-0.02481,-0.012468,0.00082124,0.015086,0.030354,0.046656,0.064019,0.082472,0.1020448,0.1227649,0.144661,0.167763,0.192098,0.217696,0.244585,0.272794,0.3023507,0.333285,0.365626,0.39937,0.43424,0.46983,0.5057,0.54145,0.57664,0.610852,0.643673,0.674678,0.703447,0.729559,0.752591,0.77212,0.78774,0.79901,0.80552,0.80704,0.80415,0.79757,0.78804,0.77631,0.76313,0.74922,0.73533,0.7222,0.71058,0.7012,0.6948,0.69213,0.69392,0.70072,0.71241,0.72872,0.74942,0.77422,0.80289,0.83516,0.87077,0.90948,0.95101,0.99511,1.04153,1.090005,1.14028,1.192105,1.245213,1.29935,1.354258,1.4096818,1.4653624
14,MSI2,0,0,31.604,2.3049e-06,0.017423,-0.0378236,-0.0318122,-0.0257992,-0.0197832,-0.0137626,-0.0077359,-0.0017014,0.0043422,0.0103966,0.0164632,0.022544,0.0286395,0.0347522,0.040883,0.0470344,0.053207,0.0594026,0.0656228,0.07186901,0.07814288,0.0844459,0.0907797,0.09714563,0.1035454,0.1099804,0.1164523,0.1229625,0.1295127,0.1361043,0.1427389,0.149418,0.1561431,0.162916,0.169738,0.17661018,0.183535,0.190513,0.197547,0.204637,0.211786,0.2189948,0.2262648,0.233598,0.240995,0.248459,0.25599,0.26359,0.27126,0.2790032,0.28682,0.294711,0.30268,0.31078,0.31906,0.32758,0.33641,0.34561,0.355234,0.365349,0.376016,0.387296,0.399249,0.411937,0.42542,0.43976,0.45502,0.47126,0.48856,0.50703,0.5268,0.54802,0.57081,0.5953,0.62162,0.64992,0.68031,0.71294,0.74794,0.78543,0.82555,0.86844,0.91416,0.96262,1.01367,1.06716,1.12296,1.18092,1.24089,1.30273,1.36629,1.43144,1.49803,1.56592,1.63495,1.70499,1.775898,1.847522,1.91972,1.992355,2.0652751,2.1383389
15,SEPT9,0,0,59.222,4.227e-12,3.199e-08,0.0167138,0.036608,0.056512,0.0764359,0.0963894,0.1163824,0.1364249,0.1565267,0.1766978,0.1969479,0.217287,0.2377251,0.258272,0.278937,0.2997315,0.320664,0.3417448,0.3629839,0.38439102,0.40597617,0.4277492,0.44972,0.47189853,0.4942946,0.5169181,0.5397789,0.5628869,0.5862521,0.6098842,0.6337933,0.657989,0.6824815,0.707281,0.732396,0.75783788,0.783616,0.80974,0.83622,0.863066,0.890288,0.9178955,0.9458985,0.974307,1.003131,1.03238,1.062064,1.092193,1.122777,1.1538259,1.185349,1.217357,1.24985,1.28272,1.31581,1.34896,1.38202,1.41482,1.447211,1.479026,1.51011,1.540303,1.569448,1.597384,1.62395,1.649,1.67236,1.69388,1.71347,1.73137,1.74788,1.76329,1.77791,1.79203,1.80596,1.81999,1.83443,1.84957,1.86571,1.88316,1.90221,1.92317,1.94625,1.9714,1.99851,2.02747,2.05818,2.09052,2.12438,2.15966,2.19625,2.23404,2.27291,2.31277,2.353498,2.39499,2.437134,2.479823,2.52295,2.566401,2.6100705,2.6538494
16,DNTT,0,0,56.6,1.5008e-11,1.1356e-07,3.3499478,3.3497272,3.3495178,3.3493308,3.3491775,3.3490691,3.3490167,3.3490316,3.349125,3.3493081,3.349592,3.3499883,3.3505078,3.351162,3.3519617,3.3529186,3.3540436,3.3553481,3.35684325,3.35854022,3.3604503,3.3625846,3.36495436,3.3675709,3.3704453,3.3735888,3.3770127,3.3807282,3.3847464,3.3890786,3.393736,3.3987299,3.404071,3.409772,3.41584201,3.422294,3.429138,3.436386,3.444048,3.452137,3.4606633,3.4696381,3.479073,3.488978,3.499366,3.510247,3.521633,3.533534,3.5459627,3.55893,3.572446,3.58652,3.60112,3.61622,3.63176,3.64771,3.66403,3.680659,3.697571,3.714719,3.732061,3.749555,3.767159,3.78483,3.80253,3.8202,3.83782,3.85542,3.87335,3.89205,3.91194,3.93345,3.957,3.98304,4.01198,4.04426,4.0803,4.12054,4.16539,4.2153,4.27069,4.33184,4.39857,4.47057,4.54756,4.62923,4.71531,4.80549,4.89949,4.997,5.09774,5.20141,5.30772,5.416373,5.52708,5.639547,5.75348,5.86859,5.984572,6.1011438,6.2180091
17,CD99,0,1,64.009,4.1616e-13,3.1512e-09,0.6898903,0.7291298,0.768344,0.8075074,0.8465947,0.8855805,0.9244394,0.963146,1.0016749,1.0400009,1.078098,1.1159421,1.1535067,1.190767,1.2276968,1.2642716,1.3004658,1.3362538,1.37161048,1.4065103,1.4409279,1.474838,1.5082151,1.5410339,1.5732689,1.6048949,1.6358865,1.6662181,1.6958646,1.7248004,1.753,1.7804388,1.807091,1.83293,1.85793248,1.882072,1.905323,1.92766,1.949059,1.969493,1.988937,2.0073661,2.024755,2.041077,2.056309,2.070424,2.083396,2.095202,2.1058142,2.115209,2.123359,2.13026,2.13607,2.14104,2.14543,2.14948,2.15344,2.15757,2.162117,2.167332,2.173468,2.180774,2.189503,2.19991,2.21223,2.22674,2.24367,2.26321,2.28533,2.30993,2.3369,2.36615,2.39757,2.43107,2.46655,2.50391,2.54305,2.58387,2.62627,2.67015,2.71541,2.76197,2.80975,2.85868,2.90871,2.95976,3.01178,3.0647,3.11845,3.17298,3.22821,3.28409,3.34054,3.39751,3.45493,3.512733,3.570858,3.62924,3.687817,3.7465206,3.805289
18,LTB,0,0,67.12,9.197e-14,6.9658e-10,0.157746,0.1541596,0.1505981,0.1470862,0.1436488,0.1403106,0.1370967,0.1340316,0.1311404,0.1284477,0.125978,0.1237575,0.1218096,0.12016,0.1188324,0.1178527,0.1172454,0.1170353,0.11724726,0.11790606,0.1190365,0.1206635,0.12281189,0.1255064,0.1287719,0.1326332,0.1371151,0.1422425,0.1480402,0.1545331,0.161746,0.1697034,0.17843,0.187952,0.19829281,0.209478,0.221531,0.234479,0.248345,0.263154,0.2789319,0.2957025,0.313491,0.332322,0.352221,0.373212,0.39532,0.41857,0.4429869,0.468595,0.49542,0.52348,0.55275,0.58317,0.61469,0.64725,0.68079,0.71527,0.750625,0.786803,0.823748,0.861404,0.899718,0.93863,0.9781,1.01805,1.05844,1.09925,1.14059,1.18261,1.22546,1.26927,1.31421,1.36041,1.40802,1.45719,1.50807,1.5608,1.61553,1.6724,1.73157,1.79312,1.85698,1.92301,1.99111,2.06114,2.13299,2.20654,2.28166,2.35824,2.43614,2.51526,2.59547,2.676651,2.75868,2.841432,2.924792,3.00864,3.092843,3.1772929,3.2618638
19,UHRF1,0,0,127.086,1.635e-26,1.2387e-22,0.0436886,0.0821669,0.1206571,0.1591709,0.19772,0.2363163,0.2749715,0.3136975,0.352506,0.3914089,0.430418,0.4695447,0.5088013,0.548199,0.5877508,0.6274672,0.6673605,0.7074424,0.74772485,0.78821949,0.8289382,0.8698927,0.91109476,0.9525563,0.994289,1.0363047,1.0786151,1.1212321,1.1641675,1.2074331,1.251041,1.2950017,1.339328,1.384033,1.42912566,1.47462,1.520526,1.566858,1.613625,1.660841,1.708516,1.756663,1.805293,1.854419,1.904052,1.954203,2.004885,2.05611,2.1078886,2.160233,2.213156,2.26665,2.3206,2.37481,2.42908,2.48323,2.53706,2.590378,2.642995,2.694717,2.745353,2.79471,2.842595,2.88882,2.93318,2.9755,3.01558,3.05328,3.08865,3.1218,3.15281,3.1818,3.20886,3.23409,3.25759,3.27946,3.2998,3.31872,3.3363,3.35265,3.36788,3.38206,3.39527,3.40754,3.41894,3.42951,3.4393,3.44838,3.45678,3.46456,3.47177,3.47847,3.4847,3.490516,3.49597,3.50112,3.506008,3.51069,3.515218,3.5196414,3.5240136
20,PAG1,0,0,93.268,2.6608e-19,2.0155e-15,0.222301,0.2073515,0.1924554,0.177666,0.1630367,0.1486207,0.1344716,0.1206426,0.1071871,0.0941584,0.08161,0.069595,0.058167,0.047379,0.0372851,0.027938,0.0193912,0.011698,0.00491193,-0.00091377,-0.0057257,-0.0094706,-0.01209493,-0.0135455,-0.0137689,-0.0127117,-0.0103207,-0.0065424,-0.0013236,0.0053892,0.013649,0.0235101,0.035025,0.048247,0.06322998,0.080027,0.098691,0.119277,0.141836,0.166423,0.1930905,0.2218924,0.252882,0.286112,0.321637,0.359509,0.399783,0.44251,0.4877458,0.535542,0.585953,0.63899,0.69423,0.75106,0.80885,0.86695,0.92475,0.981602,1.036884,1.089964,1.140209,1.186988,1.229671,1.26762,1.30022,1.32682,1.3468,1.35989,1.36717,1.37006,1.36999,1.36835,1.36658,1.36609,1.3683,1.37462,1.38647,1.40527,1.43243,1.46938,1.51752,1.57787,1.65008,1.73354,1.82761,1.93168,2.04512,2.16729,2.29759,2.43538,2.58004,2.73095,2.88747,3.048995,3.21489,3.38453,3.557294,3.73256,3.909692,4.0880765,4.2670856
21,CYGB,0,0,251.578,2.9758e-53,2.2556e-49,0.1132727,0.0942048,0.0752334,0.0564553,0.0379669,0.0198648,0.0022457,-0.0147939,-0.0311574,-0.0467481,-0.06147,-0.0752253,-0.0879184,-0.099453,-0.109731,-0.1186572,-0.1261347,-0.1320667,-0.13635674,-0.13890822,-0.1396245,-0.1384091,-0.13516531,-0.1297966,-0.1222064,-0.1122981,-0.0999751,-0.0851408,-0.0676987,-0.0475521,-0.024604,0.0012408,0.03008,0.06201,0.09712812,0.13553,0.177312,0.222571,0.271404,0.323908,0.380178,0.4403118,0.504406,0.572556,0.64486,0.721414,0.802314,0.887657,0.9775396,1.072059,1.17131,1.27532,1.38348,1.49484,1.60846,1.72337,1.83863,1.953295,2.066405,2.177013,2.284168,2.386919,2.484315,2.57541,2.65924,2.73487,2.80134,2.85806,2.90583,2.94578,2.97902,3.00667,3.02987,3.04973,3.06738,3.08395,3.10055,3.11831,3.13836,3.16181,3.18979,3.22314,3.26179,3.30545,3.35384,3.40669,3.46371,3.52463,3.58918,3.65706,3.728,3.80173,3.87797,3.95643,4.03684,4.118925,4.202399,4.28699,4.372411,4.4583918,4.5446507
22,CD79A,0,1,248.145,1.6339e-52,1.2383e-48,0.0093016,0.0066174,0.0039743,0.0014135,-0.0010239,-0.0032966,-0.0053636,-0.0071836,-0.0087156,-0.0099184,-0.010751,-0.0111718,-0.01114,-0.010614,-0.0095539,-0.0079173,-0.0056633,-0.002751,0.00086094,0.00521359,0.0103481,0.0163057,0.02312742,0.0308545,0.039528,0.0491892,0.0598792,0.0716391,0.0845101,0.0985334,0.11375,0.1302012,0.147928,0.166972,0.18737346,0.209174,0.232415,0.257138,0.283383,0.311192,0.3406062,0.3716661,0.404413,0.438889,0.475134,0.513189,0.553097,0.594897,0.638632,0.684342,0.732068,0.78185,0.83377,0.88789,0.9443,1.00308,1.06431,1.12806,1.194424,1.263477,1.3353,1.409971,1.487573,1.56818,1.65189,1.73876,1.82888,1.92227,2.01874,2.11802,2.21986,2.32401,2.43021,2.5382,2.64773,2.75856,2.87041,2.98304,3.09618,3.2096,3.32303,3.43626,3.54928,3.6621,3.77472,3.88716,3.99943,4.11154,4.22351,4.33533,4.44703,4.55862,4.67011,4.781501,4.89282,5.004062,5.115252,5.2264,5.337507,5.4485941,5.5596702
23,EBF1,0,0,182.723,1.9398e-38,1.47e-34,-0.0476484,-0.0463672,-0.0450753,-0.0437622,-0.0424174,-0.0410301,-0.0395897,-0.0380857,-0.0365075,-0.0348444,-0.033086,-0.0312213,-0.02924,-0.027131,-0.024885,-0.0224901,-0.019936,-0.0172123,-0.01430828,-0.01121332,-0.0079168,-0.0044082,-0.00067687,0.0032878,0.0074965,0.0119597,0.016688,0.0216921,0.0269826,0.0325701,0.038465,0.0446785,0.051221,0.058102,0.06533352,0.072926,0.080889,0.089234,0.097972,0.107112,0.1166668,0.1266453,0.137059,0.147918,0.159233,0.171014,0.183273,0.19602,0.2092656,0.22302,0.237294,0.25211,0.2676,0.28394,0.30133,0.31995,0.33999,0.36163,0.385061,0.410468,0.438039,0.46796,0.500418,0.5356,0.57369,0.61487,0.65934,0.70736,0.7595,0.81642,0.87875,0.94714,1.02224,1.1047,1.19517,1.29428,1.4027,1.52105,1.65,1.79019,1.94226,2.10661,2.2828,2.47019,2.66817,2.87611,3.09339,3.3194,3.55349,3.79506,4.04348,4.29813,4.55838,4.823612,5.0932,5.366533,5.642975,5.92191,6.202709,6.4847554,6.7674247
