,Gene,StatisticsValue,P-value,Adj P-value,Group3&13_PT_1,Group3&13_PT_0.99,Group3&13_PT_0.98,Group3&13_PT_0.97,Group3&13_PT_0.96,Group3&13_PT_0.95,Group3&13_PT_0.94,Group3&13_PT_0.93,Group3&13_PT_0.92,Group3&13_PT_0.91,Group3&13_PT_0.9,Group3&13_PT_0.89,Group3&13_PT_0.88,Group3&13_PT_0.87,Group3&13_PT_0.86,Group3&13_PT_0.85,Group3&13_PT_0.84,Group3&13_PT_0.83,Group3&13_PT_0.82,Group3&13_PT_0.81,Group3&13_PT_0.8,Group3&13_PT_0.79,Group3&13_PT_0.78,Group3&13_PT_0.77,Group3&13_PT_0.76,Group3&13_PT_0.75,Group3&13_PT_0.74,Group3&13_PT_0.73,Group3&13_PT_0.72,Group3&13_PT_0.71,Group3&13_PT_0.7,Group3&13_PT_0.69,Group3&13_PT_0.68,Group3&13_PT_0.67,Group3&13_PT_0.66,Group3&13_PT_0.65,Group3&13_PT_0.64,Group3&13_PT_0.63,Group3&13_PT_0.62,Group3&13_PT_0.61,Group3&13_PT_0.6,Group3&13_PT_0.59,Group3&13_PT_0.58,Group3&13_PT_0.57,Group3&13_PT_0.56,Group3&13_PT_0.55,Group3&13_PT_0.54,Group3&13_PT_0.53,Group3&13_PT_0.52,Group3&13_PT_0.51,Group3&13_PT_0.5,Group3&13_PT_0.49,Group3&13_PT_0.48,Group3&13_PT_0.47,Group3&13_PT_0.46,Group3&13_PT_0.45,Group3&13_PT_0.44,Group3&13_PT_0.43,Group3&13_PT_0.42,Group3&13_PT_0.41,Group3&13_PT_0.4,Group3&13_PT_0.39,Group3&13_PT_0.38,Group3&13_PT_0.37,Group3&13_PT_0.36,Group3&13_PT_0.35,Group3&13_PT_0.34,Group3&13_PT_0.33,Group3&13_PT_0.32,Group3&13_PT_0.31,Group3&13_PT_0.3,Group3&13_PT_0.29,Group3&13_PT_0.28,Group3&13_PT_0.27,Group3&13_PT_0.26,Group3&13_PT_0.25,Group3&13_PT_0.24,Group3&13_PT_0.23,Group3&13_PT_0.22,Group3&13_PT_0.21,Group3&13_PT_0.2,Group3&13_PT_0.19,Group3&13_PT_0.18,Group3&13_PT_0.17,Group3&13_PT_0.16,Group3&13_PT_0.15,Group3&13_PT_0.14,Group3&13_PT_0.13,Group3&13_PT_0.12,Group3&13_PT_0.11,Group3&13_PT_0.1,Group3&13_PT_0.09,Group3&13_PT_0.08,Group3&13_PT_0.07,Group3&13_PT_0.06,Group3&13_PT_0.05,Group3&13_PT_0.04,Group3&13_PT_0.03,Group3&13_PT_0.02,Group3&13_PT_0.01,Group3&13_PT_0,Group15_PT_0,Group15_PT_0.01,Group15_PT_0.02,Group15_PT_0.03,Group15_PT_0.04,Group15_PT_0.05,Group15_PT_0.06,Group15_PT_0.07,Group15_PT_0.08,Group15_PT_0.09,Group15_PT_0.1,Group15_PT_0.11,Group15_PT_0.12,Group15_PT_0.13,Group15_PT_0.14,Group15_PT_0.15,Group15_PT_0.16,Group15_PT_0.17,Group15_PT_0.18,Group15_PT_0.19,Group15_PT_0.2,Group15_PT_0.21,Group15_PT_0.22,Group15_PT_0.23,Group15_PT_0.24,Group15_PT_0.25,Group15_PT_0.26,Group15_PT_0.27,Group15_PT_0.28,Group15_PT_0.29,Group15_PT_0.3,Group15_PT_0.31,Group15_PT_0.32,Group15_PT_0.33,Group15_PT_0.34,Group15_PT_0.35,Group15_PT_0.36,Group15_PT_0.37,Group15_PT_0.38,Group15_PT_0.39,Group15_PT_0.4,Group15_PT_0.41,Group15_PT_0.42,Group15_PT_0.43,Group15_PT_0.44,Group15_PT_0.45,Group15_PT_0.46,Group15_PT_0.47,Group15_PT_0.48,Group15_PT_0.49,Group15_PT_0.5,Group15_PT_0.51,Group15_PT_0.52,Group15_PT_0.53,Group15_PT_0.54,Group15_PT_0.55,Group15_PT_0.56,Group15_PT_0.57,Group15_PT_0.58,Group15_PT_0.59,Group15_PT_0.6,Group15_PT_0.61,Group15_PT_0.62,Group15_PT_0.63,Group15_PT_0.64,Group15_PT_0.65,Group15_PT_0.66,Group15_PT_0.67,Group15_PT_0.68,Group15_PT_0.69,Group15_PT_0.7,Group15_PT_0.71,Group15_PT_0.72,Group15_PT_0.73,Group15_PT_0.74,Group15_PT_0.75,Group15_PT_0.76,Group15_PT_0.77,Group15_PT_0.78,Group15_PT_0.79,Group15_PT_0.8,Group15_PT_0.81,Group15_PT_0.82,Group15_PT_0.83,Group15_PT_0.84,Group15_PT_0.85,Group15_PT_0.86,Group15_PT_0.87,Group15_PT_0.88,Group15_PT_0.89,Group15_PT_0.9,Group15_PT_0.91,Group15_PT_0.92,Group15_PT_0.93,Group15_PT_0.94,Group15_PT_0.95,Group15_PT_0.96,Group15_PT_0.97,Group15_PT_0.98,Group15_PT_0.99,Group15_PT_1
0,Stmn1,43.7,7.4038e-09,0.00020861,0.487419,0.575878,0.6634162,0.74911207,0.8320444,0.9112922,0.9859341,1.055049,1.1177157,1.1730132,1.2200202,1.2578155,1.2854781,1.3021098,1.3076342,1.3029985,1.2892139,1.267292,1.238244,1.203082,1.162817,1.11846,1.071022,1.0215159,0.9709522,0.9203425,0.87069814,0.8230306,0.7783512,0.73757097,0.7008592,0.6680528,0.6389868,0.6134964,0.591417,0.5725838,0.5568319,0.5439966,0.5339131,0.5264166,0.5213424,0.5185257,0.517802,0.519006,0.521973,0.526538,0.532537,0.539805,0.548177,0.557488,0.56757414,0.5782696,0.58941,0.600831,0.612367,0.623853,0.6351256,0.64601908,0.65636887,0.6660306,0.674979,0.68323,0.690803,0.697714,0.703981,0.7096214,0.71465241,0.7190915,0.72295617,0.7262637,0.729032,0.731277,0.733018,0.734271,0.735055,0.7353852,0.7352807,0.734758,0.73383555,0.7325298,0.7308584,0.7288389,0.72648862,0.723825,0.7208654,0.717627,0.714128,0.710385,0.7064157,0.7022375,0.697868,0.693324,0.6886235,0.6837838,0.6788222,0.67375613,0.668603,0.6633803,0.6581054,0.6527956,0.6474684,0.6474684,0.597797,0.5481921,0.4987185,0.4494423,0.400429,0.35174549,0.3034565,0.255628,0.208326,0.161617,0.115566,0.0702384,0.025701,-0.017981,-0.060742,-0.1025152,-0.143236,-0.182837,-0.221254,-0.25842,-0.294271,-0.328739,-0.3617589,-0.393265,-0.423192,-0.451474,-0.478044,-0.5028377,-0.52578831,-0.54683,-0.565898,-0.5829254,-0.597847,-0.610596,-0.621108,-0.6293165,-0.635156,-0.638559,-0.639462,-0.637799,-0.633502,-0.626508,-0.616826,-0.60468,-0.590321,-0.5740144,-0.556015,-0.53658,-0.51597,-0.49444,-0.47225,-0.44966,-0.42692,-0.404293,-0.382037,-0.36041,-0.3396685,-0.320071,-0.301876,-0.28534,-0.270722,-0.25828,-0.24827,-0.24095,-0.23658,-0.235421,-0.237723,-0.24375,-0.25375,-0.268,-0.28674,-0.31023,-0.33849,-0.370986,-0.40711,-0.446271,-0.487854,-0.531258,-0.575881,-0.621119,-0.666368,-0.711025,-0.754486,-0.796148,-0.835407,-0.87166,-0.904303,-0.932764,-0.95698,-0.97729,-0.99406,-1.00763,-1.01837,-1.02662,-1.03274,-1.03709,-1.04002,-1.04189,-1.04304,-1.043843
1,Cd34,42.691,1.1996e-08,0.00033799,1.275258,1.261353,1.2477119,1.23460024,1.2222822,1.2110222,1.2010849,1.192735,1.1862363,1.1818541,1.1798526,1.1804964,1.1840501,1.1907696,1.2006109,1.2131559,1.2279631,1.244591,1.262598,1.281542,1.300982,1.320476,1.339583,1.3578613,1.3748691,1.3901649,1.40330713,1.4138542,1.4213646,1.42544901,1.426104,1.4234993,1.4178055,1.4091928,1.397832,1.3838933,1.3675474,1.3489646,1.3283156,1.3057706,1.2815003,1.2556752,1.228466,1.200042,1.170575,1.140235,1.109193,1.077618,1.045683,1.013556,0.98140808,0.9494105,0.917733,0.886547,0.856022,0.826329,0.7976382,0.77012024,0.74394557,0.7192615,0.69608,0.674365,0.65408,0.635187,0.617651,0.6014346,0.58650099,0.5728137,0.56033603,0.5490314,0.538863,0.529794,0.521789,0.51481,0.50882,0.5037836,0.4996635,0.496423,0.49402599,0.4924352,0.4916142,0.4915263,0.49213488,0.4934033,0.4952948,0.497773,0.5008007,0.5043418,0.5083594,0.5128169,0.517678,0.522905,0.528462,0.5343124,0.5404194,0.54674629,0.5532565,0.5599133,0.5666801,0.5735203,0.580397,0.580397,0.553057,0.5257372,0.4984583,0.4712405,0.444104,0.41707014,0.3901583,0.363389,0.336783,0.310361,0.284142,0.258148,0.232399,0.206914,0.181715,0.1568223,0.132256,0.108036,0.084183,0.060717,0.037659,0.01503,-0.0071509,-0.028863,-0.050085,-0.070798,-0.09098,-0.1106116,-0.12967238,-0.148142,-0.165999,-0.1832247,-0.199798,-0.215697,-0.230904,-0.2453969,-0.259156,-0.27216,-0.284389,-0.295823,-0.306441,-0.316223,-0.325162,-0.33328,-0.340626,-0.3472199,-0.3531,-0.3583,-0.36286,-0.3668,-0.37017,-0.37299,-0.37531,-0.377148,-0.378547,-0.379539,-0.3801582,-0.380439,-0.380415,-0.38012,-0.379589,-0.37886,-0.37795,-0.37692,-0.37578,-0.374576,-0.373341,-0.37211,-0.37091,-0.36978,-0.36876,-0.36787,-0.36715,-0.366572,-0.36613,-0.365822,-0.365622,-0.365523,-0.365512,-0.365576,-0.365703,-0.365881,-0.366096,-0.366337,-0.366591,-0.366846,-0.367088,-0.367307,-0.367497,-0.36766,-0.3678,-0.36792,-0.36802,-0.36811,-0.36818,-0.36824,-0.36829,-0.36833,-0.36836,-0.368399
2,H2afy,70.508,1.7731e-14,4.9979e-10,2.007972,1.977064,1.9465897,1.91698478,1.8886834,1.86212,1.8377291,1.815945,1.7972031,1.781937,1.7705815,1.763571,1.7613402,1.7643116,1.7724856,1.7853364,1.8023052,1.822833,1.846361,1.872331,1.900184,1.92936,1.959301,1.9894491,2.0192442,2.0481279,2.07554133,2.1009258,2.1237224,2.14343164,2.1599929,2.1735421,2.1842161,2.1921517,2.1974857,2.2003551,2.2008967,2.1992472,2.1955437,2.1899228,2.1825216,2.1734767,2.162925,2.151004,2.137849,2.123598,2.108388,2.092356,2.075638,2.058371,2.04069214,2.0227382,2.004646,1.986553,1.968595,1.950909,1.9336323,1.91690172,1.90085405,1.8856086,1.871182,1.857555,1.844708,1.832619,1.82127,1.8106405,1.80071021,1.7914593,1.78286778,1.7749157,1.767583,1.76085,1.754696,1.749102,1.744047,1.7395121,1.7354765,1.73192,1.72882402,1.7261672,1.72393,1.7220924,1.72063445,1.7195362,1.7187777,1.718339,1.7181997,1.7183404,1.7187408,1.719381,1.720241,1.721301,1.7225404,1.72394,1.7254793,1.72713862,1.7288978,1.7307369,1.732636,1.734575,1.736534,1.736534,1.663679,1.5909086,1.5183078,1.4459613,1.373954,1.30237038,1.2312955,1.160814,1.091011,1.021971,0.953778,0.8865179,0.820275,0.755134,0.691181,0.6284984,0.567173,0.507288,0.448929,0.392181,0.337128,0.283856,0.2324487,0.182991,0.135568,0.090265,0.047165,0.0063547,-0.03208216,-0.068061,-0.101496,-0.1323031,-0.160398,-0.185694,-0.208109,-0.2275565,-0.243952,-0.257211,-0.267249,-0.27398,-0.277321,-0.277186,-0.273573,-0.26671,-0.256865,-0.2443032,-0.229292,-0.2121,-0.19299,-0.17223,-0.15009,-0.12683,-0.10273,-0.078045,-0.053044,-0.027996,-0.0031667,0.021177,0.044768,0.067339,0.088625,0.10836,0.12627,0.14209,0.15557,0.166418,0.174382,0.17919,0.18058,0.17828,0.17203,0.16156,0.14678,0.128033,0.1057,0.080164,0.051815,0.021037,-0.011784,-0.046262,-0.082012,-0.118648,-0.155783,-0.193033,-0.230012,-0.266332,-0.30161,-0.335476,-0.367833,-0.3988,-0.4285,-0.45707,-0.48463,-0.5113,-0.53722,-0.5625,-0.58728,-0.61168,-0.63583,-0.65985
3,Ptms,37.026,1.7791e-07,0.0050116,0.02731,0.018443,0.0096021,0.00080995,-0.0079081,-0.0165275,-0.0250236,-0.033372,-0.0415469,-0.0495248,-0.0572807,-0.0647898,-0.0720276,-0.0789694,-0.0855952,-0.0918905,-0.0978411,-0.103433,-0.108652,-0.113484,-0.117914,-0.121929,-0.125515,-0.1286569,-0.131341,-0.1335531,-0.13527912,-0.1365049,-0.1372162,-0.13740312,-0.1370869,-0.1363028,-0.1350859,-0.1334715,-0.1314949,-0.1291913,-0.1265958,-0.1237439,-0.1206706,-0.1174112,-0.114001,-0.1104753,-0.106869,-0.103218,-0.099557,-0.095921,-0.092346,-0.088866,-0.085518,-0.082336,-0.07935536,-0.0766116,-0.07414,-0.071975,-0.070153,-0.068709,-0.0676778,-0.06709467,-0.06699496,-0.0674086,-0.068334,-0.06976,-0.071672,-0.074059,-0.076909,-0.0802076,-0.08394368,-0.0881045,-0.0926775,-0.0976502,-0.10301,-0.108745,-0.114842,-0.121288,-0.128072,-0.1351807,-0.1426016,-0.150322,-0.15833022,-0.166613,-0.175158,-0.1839529,-0.19298505,-0.2022421,-0.2117114,-0.221381,-0.2312372,-0.2412686,-0.2514624,-0.2618061,-0.272287,-0.282893,-0.2936117,-0.30443,-0.3153358,-0.32631654,-0.3373597,-0.3484529,-0.3595835,-0.3707391,-0.3819072,-0.3819072,-0.270486,-0.1591812,-0.0481084,0.062616,0.172876,0.28255571,0.3915387,0.499709,0.606951,0.713147,0.818183,0.9219419,1.024307,1.125164,1.224395,1.3218842,1.417516,1.511175,1.602743,1.692106,1.779147,1.86375,1.9457986,2.025177,2.101769,2.175459,2.246131,2.3136674,2.37795352,2.438873,2.496309,2.5501467,2.600269,2.64656,2.688904,2.7271849,2.761286,2.791092,2.816486,2.837352,2.853574,2.865037,2.871721,2.87388,2.8718,2.8657866,2.856134,2.84314,2.82709,2.8083,2.78705,2.76364,2.73837,2.711528,2.683419,2.654337,2.6245758,2.594433,2.564205,2.534188,2.504678,2.47597,2.44836,2.42215,2.39763,2.375097,2.354849,2.33718,2.32239,2.31077,2.30262,2.29823,2.29761,2.300111,2.30499,2.311514,2.318946,2.326549,2.333586,2.33932,2.343015,2.343935,2.341341,2.334498,2.322669,2.305117,2.281105,2.249941,2.211638,2.16678,2.11595,2.05977,1.99881,1.93367,1.86497,1.79327,1.7192,1.64334,1.56628,1.488627
4,Msn,40.752,3.0254e-08,0.00085235,-0.104069,-0.110737,-0.1173567,-0.12388257,-0.1302671,-0.1364632,-0.1424237,-0.148102,-0.1534496,-0.1584207,-0.1629678,-0.1670438,-0.1706015,-0.173595,-0.1760204,-0.1779259,-0.1793631,-0.180384,-0.181039,-0.181381,-0.181461,-0.181331,-0.181042,-0.1806459,-0.1801943,-0.1797386,-0.1793306,-0.1790218,-0.1788638,-0.17890191,-0.1791358,-0.1795443,-0.1801063,-0.1808007,-0.1816063,-0.182502,-0.1834667,-0.1844792,-0.1855184,-0.1865631,-0.1875923,-0.1885847,-0.189519,-0.190375,-0.19113,-0.191764,-0.192256,-0.192584,-0.192727,-0.192665,-0.19237569,-0.1918382,-0.191031,-0.189934,-0.188526,-0.186784,-0.1846892,-0.18221913,-0.17935298,-0.1760731,-0.172382,-0.16829,-0.163807,-0.158943,-0.153708,-0.1481123,-0.14216546,-0.1358777,-0.12925917,-0.1223198,-0.11507,-0.107519,-0.099677,-0.091554,-0.083161,-0.0745072,-0.0656027,-0.056458,-0.04708174,-0.0374854,-0.0276785,-0.0176711,-0.00747321,0.0029052,0.013454,0.024163,0.0350229,0.0460228,0.0571532,0.0684038,0.079765,0.091226,0.1027774,0.114409,0.1261109,0.13787284,0.149685,0.1615372,0.1734195,0.1853218,0.1972342,0.1972342,0.139367,0.0817339,0.0245675,-0.0318983,-0.08743,-0.14179451,-0.1947578,-0.246087,-0.295547,-0.342907,-0.387931,-0.4303866,-0.47004,-0.506658,-0.540007,-0.569854,-0.595964,-0.618105,-0.636043,-0.649545,-0.658376,-0.662304,-0.6610944,-0.654514,-0.64233,-0.624309,-0.600216,-0.5698191,-0.53288388,-0.489177,-0.438465,-0.3805146,-0.315092,-0.241964,-0.160896,-0.0716565,0.025989,0.132275,0.247434,0.371699,0.505305,0.648483,0.801081,0.96188,1.129464,1.3024377,1.479391,1.65892,1.83962,2.02008,2.1989,2.37467,2.54598,2.711442,2.869635,3.019158,3.1586036,3.286568,3.401644,3.502427,3.587511,3.65549,3.70496,3.73451,3.74275,3.72825,3.689622,3.62546,3.53434,3.41488,3.26567,3.0853,2.87442,2.638199,2.38244,2.112922,1.835446,1.555801,1.279779,1.01317,0.761767,0.531362,0.327745,0.15671,0.024047,-0.064452,-0.102995,-0.086137,-0.013948,0.10908,0.27831,0.48914,0.73694,1.01709,1.32497,1.65595,2.00542,2.36875,2.74133,3.118524
5,Anxa6,86.54,7.1478e-18,2.015e-13,-0.154498,-0.153387,-0.1522592,-0.15109532,-0.1498779,-0.1485891,-0.1472112,-0.145726,-0.1441162,-0.1423636,-0.1404504,-0.1383588,-0.136071,-0.1335696,-0.1308576,-0.127963,-0.1249153,-0.121744,-0.118479,-0.11515,-0.111785,-0.108416,-0.105071,-0.1017801,-0.0985726,-0.0954782,-0.09252647,-0.089747,-0.0871694,-0.08481919,-0.0826924,-0.0807719,-0.0790402,-0.0774803,-0.0760748,-0.0748064,-0.0736578,-0.0726118,-0.0716511,-0.0707584,-0.0699165,-0.069108,-0.068316,-0.067522,-0.066711,-0.065863,-0.064963,-0.063993,-0.062935,-0.061772,-0.06048768,-0.0590638,-0.057483,-0.055729,-0.053784,-0.05163,-0.0492505,-0.0466281,-0.04374553,-0.0405882,-0.037157,-0.033459,-0.0295,-0.025288,-0.020828,-0.0161281,-0.01119445,-0.0060337,-0.00065268,0.0049421,0.010744,0.016746,0.022942,0.029324,0.035887,0.0426241,0.0495277,0.056592,0.06380902,0.0711734,0.078678,0.0863161,0.09408115,0.1019664,0.1099651,0.118071,0.1262765,0.1345757,0.1429618,0.151428,0.159968,0.168574,0.1772406,0.1859605,0.1947272,0.203534,0.2123741,0.221241,0.2301279,0.2390282,0.2479351,0.2479351,0.230943,0.2141352,0.1976983,0.1818172,0.166677,0.15246325,0.1393608,0.127555,0.117231,0.108575,0.101771,0.0970047,0.094461,0.094326,0.096785,0.1020215,0.110222,0.121573,0.136257,0.154461,0.176371,0.20217,0.2320449,0.26618,0.304762,0.347974,0.396003,0.4490339,0.50725142,0.570841,0.639988,0.7148779,0.795696,0.882626,0.975855,1.0755682,1.18195,1.295186,1.415461,1.54296,1.67787,1.820374,1.970371,2.12696,2.289117,2.4557994,2.625977,2.79862,2.97268,3.14715,3.32097,3.49313,3.66257,3.828285,3.989224,4.144357,4.2926524,4.433076,4.564594,4.686175,4.796783,4.89539,4.98095,5.05244,5.10883,5.149081,5.172158,5.17703,5.16266,5.12802,5.07208,4.9938,4.89322,4.772737,4.63506,4.482904,4.31899,4.14603,3.966742,3.783839,3.600038,3.418054,3.240603,3.0704,2.91016,2.7626,2.630434,2.516238,2.420337,2.34125,2.27746,2.22742,2.18962,2.16251,2.14458,2.1343,2.13012,2.13054,2.13401,2.139016
6,Tmsb10,63.439,5.4861e-13,1.5463e-08,-0.089767,-0.073616,-0.0575197,-0.04153083,-0.0257036,-0.010092,0.0052503,0.020269,0.0349109,0.0491214,0.0628471,0.0760338,0.0886278,0.100575,0.1118192,0.1223009,0.1319606,0.140739,0.148575,0.155412,0.161187,0.165843,0.16932,0.171557,0.1724957,0.1720762,0.17023902,0.1669245,0.162073,0.15564075,0.1476999,0.1383747,0.1277895,0.1160688,0.1033371,0.0897187,0.0753381,0.0603198,0.0447881,0.0288677,0.0126827,-0.0036421,-0.019983,-0.036214,-0.052212,-0.067853,-0.083011,-0.097562,-0.111383,-0.124348,-0.13633248,-0.1472129,-0.156864,-0.165163,-0.171983,-0.177201,-0.1806931,-0.18233365,-0.18199868,-0.1795833,-0.175097,-0.16859,-0.160112,-0.149715,-0.137449,-0.1233639,-0.10751083,-0.0899402,-0.07070249,-0.0498482,-0.027428,-0.003492,0.021909,0.048724,0.076904,0.1063964,0.1371522,0.16912,0.20225047,0.236492,0.2717943,0.308107,0.34537958,0.3835615,0.4226021,0.462451,0.5030578,0.5443718,0.5863425,0.6289194,0.672052,0.71569,0.7597823,0.8042789,0.8491291,0.8942824,0.9396883,0.9852963,1.0310558,1.0769164,1.1228275,1.1228275,1.041027,0.9594545,0.8783362,0.7978995,0.718372,0.63998018,0.562952,0.487515,0.413895,0.34232,0.273018,0.2062157,0.14214,0.081018,0.023078,-0.0314541,-0.08235,-0.129383,-0.172326,-0.210952,-0.245032,-0.274341,-0.2986507,-0.317734,-0.331363,-0.339312,-0.341353,-0.3372579,-0.32680048,-0.309753,-0.285889,-0.2549805,-0.2168,-0.171122,-0.117717,-0.0563588,0.01318,0.091126,0.177707,0.27315,0.377683,0.491532,0.614672,0.74638,0.885805,1.0321103,1.184449,1.34198,1.50385,1.66922,1.83725,2.00709,2.17789,2.348823,2.519031,2.687674,2.8539065,3.016885,3.175764,3.329701,3.47785,3.61937,3.75341,3.87913,3.99569,4.102236,4.197931,4.28193,4.35338,4.41145,4.45529,4.48406,4.49721,4.494902,4.47736,4.444834,4.39755,4.335751,4.259672,4.169552,4.065627,3.948135,3.817314,3.6734,3.516631,3.347244,3.165477,2.971591,2.766227,2.55034,2.32487,2.0908,1.84906,1.60063,1.34645,1.08749,0.8247,0.55904,0.29146,0.022931
7,Actb,93.82,2.031e-19,5.7259e-15,-0.049802,-0.042698,-0.0357902,-0.02927691,-0.0233546,-0.0182204,-0.0140712,-0.011104,-0.0095161,-0.0095042,-0.0112654,-0.0149968,-0.0208953,-0.0291522,-0.039757,-0.0524475,-0.0669457,-0.082974,-0.100253,-0.118507,-0.137456,-0.156823,-0.176329,-0.1956976,-0.2146498,-0.2329079,-0.25019374,-0.2662295,-0.2807371,-0.29346907,-0.3044038,-0.3136205,-0.3211993,-0.3272199,-0.3317623,-0.3349063,-0.3367318,-0.3373188,-0.3367471,-0.3350965,-0.332447,-0.3288785,-0.324471,-0.319304,-0.313458,-0.307012,-0.300047,-0.292642,-0.284877,-0.276832,-0.26858707,-0.2602221,-0.251817,-0.243451,-0.235205,-0.227158,-0.2193909,-0.21198259,-0.20501337,-0.1985528,-0.19261,-0.187172,-0.182227,-0.177762,-0.173764,-0.1702214,-0.1671204,-0.1644488,-0.16219401,-0.1603434,-0.158884,-0.157804,-0.15709,-0.15673,-0.156711,-0.1570198,-0.1576447,-0.158573,-0.15979116,-0.1612875,-0.1630491,-0.1650633,-0.16731749,-0.169799,-0.1724952,-0.175394,-0.1784813,-0.1817459,-0.1851747,-0.188755,-0.192474,-0.19632,-0.2002791,-0.2043394,-0.2084881,-0.21271257,-0.2170002,-0.2213384,-0.2257144,-0.2301157,-0.2345296,-0.2345296,-0.173423,-0.1123223,-0.0512334,0.0098378,0.070885,0.13190371,0.1928866,0.253828,0.314723,0.375564,0.436347,0.4970643,0.557711,0.618282,0.67877,0.739169,0.799474,0.859679,0.919778,0.979765,1.039634,1.09938,1.1589956,1.218476,1.277815,1.337006,1.396045,1.4549238,1.51363804,1.572181,1.630548,1.6887319,1.746727,1.804528,1.862129,1.919523,1.976705,2.033669,2.09041,2.14692,2.203195,2.259228,2.314993,2.37041,2.425373,2.4798019,2.533598,2.58667,2.63892,2.69026,2.74059,2.78982,2.83786,2.884605,2.929975,2.97387,3.0161976,3.056864,3.095776,3.132839,3.16796,3.20105,3.232,3.26074,3.28716,3.311168,3.332674,3.35158,3.36781,3.38124,3.3918,3.39939,3.40377,3.404379,3.40062,3.391875,3.377555,3.357051,3.329761,3.295079,3.252404,3.20113,3.140656,3.070377,2.98969,2.897992,2.794678,2.679198,2.551847,2.4136,2.26544,2.10836,1.94335,1.77141,1.59353,1.41069,1.22388,1.0341,0.84234,0.649594
